start
end
         79616896 function calls (79561187 primitive calls) in 53.050 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _polyint.py:249(KroghInterpolator)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1699(skellam_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:6455(random_table_frozen)
        1    0.000    0.000    0.000    0.000 StatsHelper.py:9(StatsHelper)
        1    0.000    0.000    0.000    0.000 __init__.py:373(_FuncPtr)
        1    0.000    0.000    0.000    0.000 classes.py:946(Enum)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2546(TypeVarTuple)
        1    0.000    0.000    0.000    0.000 __init__.py:1202(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1373(disable)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 events.py:618(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 partition.py:31(PartitionBy)
        3    0.000    0.000    0.000    0.000 {method '__array_wrap__' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 format.py:558(_initialize_colspace)
        1    0.000    0.000    0.000    0.000 expanding.py:1392(ExpandingGroupby)
        1    0.000    0.000    0.000    0.000 __init__.py:82(InitializedState)
        1    0.000    0.000    0.000    0.000 indexing.py:288(GroupByNthSelector)
        1    0.000    0.000    0.000    0.000 stata.py:3174(StataStrLWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:345(SubclassedDataFrame)
        1    0.000    0.000    0.000    0.000 __init__.py:322(PackagePath)
        1    0.000    0.000    0.000    0.000 _adapters.py:112(OrphanPath)
        1    0.000    0.000    0.000    0.000 loader.py:22(_FailedTest)
        1    0.000    0.000    0.000    0.000 pydoc.py:1197(TextRepr)
        1    0.000    0.000    0.000    0.000 extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:137(OdeSolution)
        1    0.000    0.000    0.000    0.000 _fitpack_repro.py:512(F)
        1    0.000    0.000    0.000    0.000 _bary_rational.py:630(FloaterHormannInterpolator)
        1    0.000    0.000    0.000    0.000 _multivariate.py:6991(dirichlet_multinomial_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:7628(vonmises_fisher_frozen)
        2    0.000    0.000    0.000    0.000 struct.py:23(__init__)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of 'posix.ScandirIterator' objects}
        4    0.000    0.000    0.000    0.000 range.py:343(stop)
        1    0.000    0.000    0.000    0.000 api.py:32(NameSpace)
        1    0.000    0.000    0.000    0.000 _typing.py:83(PyArrowTable)
        1    0.000    0.000    0.000    0.000 col.py:154(Col)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1783(ParamSpec)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:999(NoDefaultType)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1315(_TypedDictSpecialForm)
        1    0.000    0.000    0.000    0.000 lazy.py:1074(_map_batches_wrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:806(Filterer)
        1    0.000    0.000    0.000    0.000 _base.py:111(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 __init__.py:1287(_StderrHandler)
        1    0.000    0.000    0.000    0.000 tasks.py:702(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 unix_events.py:977(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 _html.py:162(NotebookFormatter)
        1    0.000    0.000    0.000    0.000 partition.py:151(_PartitionByInner)
        1    0.000    0.000    0.000    0.000 _convertions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:37(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 __init__.py:144(__lt__)
        1    0.000    0.000    0.000    0.000 __init__.py:162(__ge__)
        1    0.000    0.000    0.000    0.000 __init__.py:98(_Version)
        6    0.000    0.000    0.000    0.000 __init__.py:410(<lambda>)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 _decorators.py:411(Substitution)
        1    0.000    0.000    0.000    0.000 calendar.py:611(LocaleTextCalendar)
        2    0.000    0.000    0.000    0.000 core.py:3498(shape)
        1    0.000    0.000    0.000    0.000 common.py:1144(_BytesIOWrapper)
        4    0.000    0.000    0.000    0.000 format.py:531(_initialize_formatters)
        1    0.000    0.000    0.000    0.000 objects.py:218(VariableOffsetWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:536(GroupbyIndexer)
        1    0.000    0.000    0.000    0.000 __init__.py:779(_SharedFile)
        1    0.000    0.000    0.000    0.000 __init__.py:2078(PyZipFile)
        1    0.000    0.000    0.000    0.000 merge.py:2248(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 ops.py:191(Constant)
        1    0.000    0.000    0.000    0.000 xml.py:433(_EtreeFrameParser)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 _monitor.py:15(TMonitor)
        1    0.000    0.000    0.000    0.000 context.py:277(ForkProcess)
        1    0.000    0.000    0.000    0.000 utils.py:102(FormatReplace)
        1    0.000    0.000    0.000    0.000 _collections.py:5(FreezableDefaultDict)
        1    0.000    0.000    0.000    0.000 _stats_py.py:10790(_SimpleBeta)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:38(DoglegSubproblem)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3929(genhalflogistic_gen)
        1    0.000    0.000    0.000    0.000 _hypotests.py:981(BarnardExactResult)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4853(unitary_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:8020(normal_inverse_gamma_frozen)
        4    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        4    0.000    0.000    0.000    0.000 config.py:834(is_type_factory)
        5    0.000    0.000    0.000    0.000 enum.py:183(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:445(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:532(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 ssl.py:170(_TLSContentType)
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        5    0.000    0.000    0.000    0.000 fromnumeric.py:1096(_argsort_dispatcher)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:49(_HasNumPyDType)
        1    0.000    0.000    0.000    0.000 _utils_impl.py:126(_Deprecate)
        1    0.000    0.000    0.000    0.000 _datasource.py:97(__init__)
        1    0.000    0.000    0.000    0.000 six.py:129(_LazyModule)
        4    0.000    0.000    0.000    0.000 core.py:885(__init__)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:96(ColumnBuffers)
        1    0.000    0.000    0.000    0.000 stata.py:569(StataValueLabel)
        1    0.000    0.000    0.000    0.000 pytables.py:4507(WORMTable)
        1    0.000    0.000    0.000    0.000 utils.py:117(Comparable)
        5    0.000    0.000    0.000    0.000 _pep440.py:446(<lambda>)
        1    0.000    0.000    0.000    0.000 report.py:28(BasicReport)
        1    0.000    0.000    0.000    0.000 _base.py:6(Rule)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:2173(RectSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ndgriddata.py:20(NearestNDInterpolator)
        1    0.000    0.000    0.000    0.000 _covariance.py:510(CovViaDiagonal)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:490(_IntegerInterval)
        1    0.000    0.000    0.000    0.000 synchronize.py:328(Event)
        1    0.000    0.000    0.000    0.000 _typing.py:52(NumpyArray)
        1    0.000    0.000    0.000    0.000 traceback.py:656(_ExceptionPrintContext)
        1    0.000    0.000    0.000    0.000 __init__.py:2285(NullHandler)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 locks.py:420(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 name.py:18(__init__)
        1    0.000    0.000    0.000    0.000 _linalg.py:226(_assert_2d)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:211(MGridClass)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:640(ndindex)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:7(NBitBase)
        1    0.000    0.000    0.000    0.000 _typing.py:543(ArrowArrayExportable)
        1    0.000    0.000    0.000    0.000 __init__.py:200(Pandas5Warning)
        1    0.000    0.000    0.000    0.000 __init__.py:718(UndefinedVariableError)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.promote_types}
        3    0.000    0.000    0.000    0.000 six.py:885(add_metaclass)
        1    0.000    0.000    0.000    0.000 calendar.py:586(different_locale)
        1    0.000    0.000    0.000    0.000 core.py:943(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 extension.py:164(NDArrayBackedExtensionIndex)
        1    0.000    0.000    0.000    0.000 tarfile.py:307(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 format.py:1683(_Timedelta64Formatter)
        4    0.000    0.000    0.000    0.000 format.py:851(_validate_float_format)
        1    0.000    0.000    0.000    0.000 online.py:89(EWMMeanState)
        1    0.000    0.000    0.000    0.000 groupby.py:412(GroupByPlot)
        1    0.000    0.000    0.000    0.000 resample.py:2293(TimedeltaIndexResampler)
        1    0.000    0.000    0.000    0.000 xml.py:544(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 pytables.py:4937(AppendableMultiSeriesTable)
        1    0.000    0.000    0.000    0.000 utils.py:138(ObjectWrapper)
        1    0.000    0.000    0.000    0.000 utils.py:163(SimpleTextIOWrapper)
        1    0.000    0.000    0.000    0.000 message.py:211(is_multipart)
        2    0.000    0.000    0.000    0.000 __init__.py:804(__init__)
        1    0.000    0.000    0.000    0.000 _stats_py.py:10776(_SimpleChi2)
        1    0.000    0.000    0.000    0.000 argparse.py:798(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:1680(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 auxfuncs.py:617(throw_error)
        1    0.000    0.000    0.000    0.000 argparse.py:1347(Namespace)
        1    0.000    0.000    0.000    0.000 deprecation.py:101(_DeprecationHelperStr)
        1    0.000    0.000    0.000    0.000 lil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _interface.py:723(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:751(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:850(IdentityOperator)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:16(_ScalarGradWrapper)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:769(LinearVectorFunction)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:425(SR1)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1033(Anderson)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1303(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:20(VisitingDistribution)
        1    0.000    0.000    0.000    0.000 tnc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:282(ConstantDenseOutput)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:13(LRUDict)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:660(InterpolatedUnivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1360(SmoothBivariateSpline)
        1    0.000    0.000    0.000    0.000 _hypotests.py:1253(BoschlooExactResult)
        1    0.000    0.000    0.000    0.000 _multivariate.py:6537(uniform_direction_gen)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:4393(_shift_scale_distribution_function_2arg)
        1    0.000    0.000    0.000    0.000 util.py:371(ForkAwareThreadLock)
        4    0.000    0.000    0.000    0.000 numeric.py:620(_argwhere_dispatcher)
        4    0.000    0.000    0.000    0.000 generic.py:318(attrs)
        4    0.000    0.000    0.000    0.000 format.py:612(_adjust_max_rows)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
        1    0.000    0.000    0.000    0.000 _typing.py:98(PandasDataFrame)
        1    0.000    0.000    0.000    0.000 _typing.py:368(SeriesBuffers)
        1    0.000    0.000    0.000    0.000 _typing.py:388(Cursor)
        1    0.000    0.000    0.000    0.000 _base.py:96(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 whenthen.py:20(When)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _io.text_encoding}
        3    0.000    0.000    0.000    0.000 {built-in method _sre.template}
        4    0.000    0.000    0.000    0.000 <frozen codecs>:186(__init__)
        1    0.000    0.000    0.000    0.000 partition.py:27(_InternalPlPathProviderConfig)
        1    0.000    0.000    0.000    0.000 client.py:712(CatalogCredentialProvider)
        1    0.000    0.000    0.000    0.000 _utils.py:255(IdentityTransformedPartitionValuesBuilder)
        2    0.000    0.000    0.000    0.000 _index_tricks_impl.py:143(__init__)
        4    0.000    0.000    0.000    0.000 _function_base_impl.py:1936(_trim_zeros)
        1    0.000    0.000    0.000    0.000 _typing.py:282(ReadBuffer)
        2    0.000    0.000    0.000    0.000 calendar.py:120(__init__)
        1    0.000    0.000    0.000    0.000 core.py:836(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:906(__init__)
        3    0.000    0.000    0.000    0.000 extras.py:249(_fromnxfunction_function)
        1    0.000    0.000    0.000    0.000 csv.py:57(excel)
        1    0.000    0.000    0.000    0.000 accessor.py:32(BaseAccessor)
        1    0.000    0.000    0.000    0.000 format.py:1175(_GenericArrayFormatter)
        1    0.000    0.000    0.000    0.000 blocks.py:2161(NDArrayBackedExtensionBlock)
        1    0.000    0.000    0.000    0.000 gzip.py:128(_WriteBufferStream)
        1    0.000    0.000    0.000    0.000 __init__.py:655(LZMACompressor)
        1    0.000    0.000    0.000    0.000 __init__.py:165(FastLookup)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:113(CategoricalDescription)
        1    0.000    0.000    0.000    0.000 resample.py:2176(DatetimeIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 context.py:197(get_start_method)
        1    0.000    0.000    0.000    0.000 _typing.py:115(DTypesSigned)
        1    0.000    0.000    0.000    0.000 runner.py:14(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 pydoc.py:413(ErrorDuringImport)
        1    0.000    0.000    0.000    0.000 _orthogonal.py:114(orthopoly1d)
        1    0.000    0.000    0.000    0.000 arpack.py:427(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 _interface.py:664(_TransposedLinearOperator)
        1    0.000    0.000    0.000    0.000 arpack.py:320(_ArpackParams)
        1    0.000    0.000    0.000    0.000 _minimize.py:1049(_Patch_Callback_Equal_Variables)
        1    0.000    0.000    0.000    0.000 _nonlin.py:319(TerminationCondition)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1257(LinearMixing)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1366(KrylovJacobian)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:1918(_ConstraintWrapper)
        1    0.000    0.000    0.000    0.000 _shgo.py:1558(LMapCache)
        1    0.000    0.000    0.000    0.000 _vertex.py:205(VertexCube)
        1    0.000    0.000    0.000    0.000 doccer.py:23(Decorator)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:660(FitDataError)
        1    0.000    0.000    0.000    0.000 _interpolate.py:170(_do_extrapolate)
        1    0.000    0.000    0.000    0.000 _fitpack_repro.py:610(Fperiodic)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1675(poisson_binomial_frozen)
        6    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3314(_moment_standardized_formula)
        1    0.000    0.000    0.000    0.000 TNGFormatter.py:17(TNG)
        1    0.000    0.000    0.000    0.000 pathlib.py:151(_Selector)
        1    0.000    0.000    0.000    0.000 threading.py:1409(Timer)
        1    0.000    0.000    0.000    0.000 protocols.py:109(BufferedProtocol)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        3    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.000    0.000 protocol.py:114(CategoricalDescription)
        1    0.000    0.000    0.000    0.000 list.py:6(DataTypeExprListNameSpace)
        1    0.000    0.000    0.000    0.000 _executor.py:60(CloseAfterFrameIter)
        1    0.000    0.000    0.000    0.000 _dataset.py:45(IcebergCatalogTableDescriptor)
        1    0.000    0.000    0.000    0.000 exceptions.py:108(AxisError)
        7    0.000    0.000    0.000    0.000 numeric.py:1489(_moveaxis_dispatcher)
        1    0.000    0.000    0.000    0.000 _typing.py:290(WriteBuffer)
        1    0.000    0.000    0.000    0.000 _parser.py:1589(ParserError)
        1    0.000    0.000    0.000    0.000 function.py:52(CompatValidator)
        4    0.000    0.000    0.000    0.000 range.py:371(step)
        1    0.000    0.000    0.000    0.000 scope.py:27(DeepChainMap)
        1    0.000    0.000    0.000    0.000 python_parser.py:1493(FixedWidthFieldParser)
        1    0.000    0.000    0.000    0.000 parquet.py:289(FastParquetImpl)
        1    0.000    0.000    0.000    0.000 pytables.py:103(Constant)
        1    0.000    0.000    0.000    0.000 _stats_py.py:10829(_SimpleF)
        1    0.000    0.000    0.000    0.000 argparse.py:1722(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 _interface.py:820(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 _interpolate.py:128(interp2d)
        1    0.000    0.000    0.000    0.000 _polyint.py:149(_Interpolator1DWithDerivatives)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1560(RectBivariateSpline)
        2    0.000    0.000    0.000    0.000 list.py:32(__init__)
        3    0.000    0.000    0.000    0.000 expr.py:278(disallow)
        1    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        1    0.000    0.000    0.000    0.000 contextlib.py:355(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:157(py_object)
        1    0.000    0.000    0.000    0.000 pathlib.py:1413(PosixPath)
        1    0.000    0.000    0.000    0.000 classes.py:1226(Field)
        1    0.000    0.000    0.000    0.000 various.py:428(sphinx_accessor)
        1    0.000    0.000    0.000    0.000 threading.py:1460(_DummyThread)
        1    0.000    0.000    0.000    0.000 classes.py:1056(List)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:167(_Sentinel)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1658(_DefaultMixin)
        1    0.000    0.000    0.000    0.000 _base.py:141(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 protocols.py:66(Protocol)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 _utils.py:401(IcebergStatisticsLoader)
        2    0.000    0.000    0.000    0.000 _index_tricks_impl.py:770(__init__)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:723(IndexExpression)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:426(UniqueCountsResult)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:50(BagObj)
        1    0.000    0.000    0.000    0.000 _typing.py:561(ArrowStreamExportable)
        2    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 six.py:91(_LazyDescr)
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 _parser.py:219(_resultbase)
        1    0.000    0.000    0.000    0.000 extras.py:1768(mr_class)
        1    0.000    0.000    0.000    0.000 expressions.py:46(set_use_numexpr)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1782(DatelikeOps)
        1    0.000    0.000    0.000    0.000 indexing.py:103(_IndexSlice)
        1    0.000    0.000    0.000    0.000 datetimes.py:108(YearMonthDayDict)
        1    0.000    0.000    0.000    0.000 engines.py:132(PythonEngine)
        1    0.000    0.000    0.000    0.000 ops.py:538(MathCall)
        1    0.000    0.000    0.000    0.000 readers.py:147(_C_Parser_Defaults)
        1    0.000    0.000    0.000    0.000 _json.py:324(FrameWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:338(FileHash)
        1    0.000    0.000    0.000    0.000 __init__.py:706(Lookup)
        1    0.000    0.000    0.000    0.000 errors.py:97(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 _adapters.py:7(SpecLoaderAdapter)
        1    0.000    0.000    0.000    0.000 parser.py:75(BytesParser)
        1    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        1    0.000    0.000    0.000    0.000 _typing.py:60(NestedSequence)
        1    0.000    0.000    0.000    0.000 argparse.py:204(_Section)
        1    0.000    0.000    0.000    0.000 _linalg.py:33(EighResult)
        1    0.000    0.000    0.000    0.000 _coo.py:1766(coo_matrix)
        1    0.000    0.000    0.000    0.000 _basic.py:2634(_range_prod)
        4    0.000    0.000    0.000    0.000 _multiufuncs.py:70(_override_ufunc_default_kwargs)
        2    0.000    0.000    0.000    0.000 _onenormest.py:121(_blocked_elementwise)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:212(StrategyChain)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:384(LocalSearchWrapper)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:603(rv_continuous_frozen)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:1235(_RangeFunc)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:30(SemiInfiniteFunc)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:783(LSQUnivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1459(LSQBivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1845(SmoothSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 _morestats.py:4487(DirectionalStats)
        1    0.000    0.000    0.000    0.000 _hypotests.py:384(CramerVonMisesResult)
        1    0.000    0.000    0.000    0.000 _covariance.py:629(CovViaPSD)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:512(_moment_raw_formula)
        4    0.000    0.000    0.000    0.000 shape_base.py:74(_atleast_2d_dispatcher)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 parse.py:220(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 _typing.py:32(ArrowArrayExportable)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1666(_TypeVarLikeMeta)
        1    0.000    0.000    0.000    0.000 protocols.py:162(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 partition.py:137(FileProviderArgs)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 six.py:178(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:632(LocaleHTMLCalendar)
        4    0.000    0.000    0.000    0.000 calendar.py:99(<lambda>)
        2    0.000    0.000    0.000    0.000 core.py:922(__init__)
        1    0.000    0.000    0.000    0.000 csv.py:72(unix_dialect)
        1    0.000    0.000    0.000    0.000 format.py:1521(_ExtensionArrayFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:822(_Tellable)
        1    0.000    0.000    0.000    0.000 stata.py:849(StataParser)
        1    0.000    0.000    0.000    0.000 context.py:296(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 std.py:213(EMA)
        1    0.000    0.000    0.000    0.000 __init__.py:346(DeprecatedNonAbstract)
        4    0.000    0.000    0.000    0.000 message.py:642(get_default_type)
        1    0.000    0.000    0.000    0.000 _util.py:591(_ScalarFunctionWrapper)
        1    0.000    0.000    0.000    0.000 argparse.py:1133(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1152(_VersionAction)
        1    0.000    0.000    0.000    0.000 _typing.py:69(HasShape)
        1    0.000    0.000    0.000    0.000 f2py2e.py:542(CombineIncludePaths)
        1    0.000    0.000    0.000    0.000 argparse.py:1292(FileType)
        1    0.000    0.000    0.000    0.000 _codata.py:2118(ConstantWarning)
        1    0.000    0.000    0.000    0.000 report.py:44(IPReport)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:472(_VectorHessWrapper)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:302(Metropolis)
        1    0.000    0.000    0.000    0.000 _vertex.py:222(VertexCacheIndex)
        1    0.000    0.000    0.000    0.000 _ode.py:751(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1677(SphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4969(unitary_group_frozen)
        1    0.000    0.000    0.000    0.000 __init__.py:257(c_wchar_p)
        1    0.000    0.000    0.000    0.000 __init__.py:402(PyDLL)
        1    0.000    0.000    0.000    0.000 _typing.py:554(ParquetMetadataContext)
        1    0.000    0.000    0.000    0.000 _typing.py:378(BasicConnection)
        1    0.000    0.000    0.000    0.000 _dataset.py:589(_PyIcebergScanData)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:3144(_min_dispatcher)
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:14(DummyArray)
        1    0.000    0.000    0.000    0.000 _typing.py:308(WriteExcelBuffer)
        1    0.000    0.000    0.000    0.000 config.py:103(OptionError)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._blas_supports_fpe}
        1    0.000    0.000    0.000    0.000 __init__.py:21(IntCastingNaNError)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 nanops.py:100(bottleneck_switch)
        1    0.000    0.000    0.000    0.000 base.py:131(NoNewAttributesMixin)
        1    0.000    0.000    0.000    0.000 describe.py:124(SeriesDescriber)
        1    0.000    0.000    0.000    0.000 errors.py:37(MessageDefect)
        1    0.000    0.000    0.000    0.000 _warnings_errors.py:4(DegenerateDataWarning)
        1    0.000    0.000    0.000    0.000 _testutils.py:56(PytestTester)
        1    0.000    0.000    0.000    0.000 _stats_py.py:10815(_SimpleStudentT)
        1    0.000    0.000    0.000    0.000 _util.py:1016(__getattr__)
        1    0.000    0.000    0.000    0.000 arpack.py:658(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 _special_sparse_arrays.py:839(MikotaPair)
        1    0.000    0.000    0.000    0.000 arpack.py:293(ArpackNoConvergence)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:39(LagrangianHessian)
        1    0.000    0.000    0.000    0.000 _vertex.py:165(VertexVectorField)
        1    0.000    0.000    0.000    0.000 rk.py:552(RkDenseOutput)
        1    0.000    0.000    0.000    0.000 lsoda.py:214(LsodaDenseOutput)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4395(special_ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:6667(uniform_direction_frozen)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:101(_moment_raw_formula)
        1    0.000    0.000    0.000    0.000 synchronize.py:130(Semaphore)
        2    0.000    0.000    0.000    0.000 expr.py:177(_is_type)
        4    0.000    0.000    0.000    0.000 common.py:142(__enter__)
