start
end
         79616896 function calls (79561187 primitive calls) in 53.050 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _executor.py:74(ConnectionExecutor)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        4    0.000    0.000    0.000    0.000 arrayprint.py:476(_get_formatdict)
        1    0.000    0.000    0.000    0.000 pydoc.py:594(HTMLDoc)
        2    0.000    0.000    0.000    0.000 threading.py:1356(_make_invoke_excepthook)
        2    0.000    0.000    0.000    0.000 expr.py:162(cat)
        1    0.000    0.000    0.000    0.000 dtypes.py:162(CategoricalDtype)
        1    0.000    0.000    0.000    0.000 _covariance.py:12(Covariance)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3652(_pxf_dispatch)
        1    0.000    0.000    0.000    0.000 _coo.py:28(_coo_base)
        4    0.000    0.000    0.000    0.000 shape_base.py:78(atleast_2d)
        1    0.000    0.000    0.000    0.000 _internal.py:253(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        7    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method time.tzset}
       64    0.000    0.000    0.000    0.000 common.py:30(unpack_zerodim_and_defer)
        1    0.000    0.000    0.000    0.000 reduce_balanced.py:1(<module>)
       66    0.000    0.000    0.000    0.000 {function FreezableDefaultDict.__missing__ at 0x10731fba0}
        1    0.000    0.000    0.000    0.000 _dependencies.py:202(_might_be)
        4    0.000    0.000    0.000    0.000 common.py:284(is_fsspec_url)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:192(_Domain)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 base.py:165(SelectionMixin)
        1    0.000    0.000    0.000    0.000 pathlib.py:824(Path)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:10886(uniform_gen)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:225(_pdf_formula)
        3    0.000    0.000    0.000    0.000 <frozen posixpath>:408(abspath)
        1    0.000    0.000    0.000    0.000 string_.py:101(StringDtype)
        2    0.000    0.000    0.000    0.000 _helpers.py:318(is_numpy_namespace)
        1    0.000    0.000    0.000    0.000 _delegators.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:72(_icdf_formula)
        2    0.000    0.000    0.000    0.000 expr.py:201(arr)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
        1    0.000    0.000    0.000    0.000 rk.py:183(RK23)
        1    0.000    0.000    0.000    0.000 _pade.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_.py:60(NumpyExtensionArray)
        2    0.000    0.000    0.000    0.000 threading.py:394(notify)
        2    0.000    0.000    0.000    0.000 decoder.py:285(__init__)
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
      112    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 managers.py:1994(SingleBlockManager)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:127(StandardNormal)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:271(_sample_formula)
        5    0.000    0.000    0.000    0.000 opt_flags.py:287(forward_old_opt_flags)
        1    0.000    0.000    0.000    0.000 _tzpath.py:36(_parse_python_tzpath)
       22    0.000    0.000    0.000    0.000 dataclasses.py:643(<genexpr>)
        1    0.000    0.000    0.000    0.000 _arrow_string_mixins.py:31(ArrowStringArrayMixin)
        4    0.000    0.000    0.000    0.000 managers.py:1122(from_blocks)
        1    0.000    0.000    0.000    0.000 __init__.py:890(hugepage_setup)
        8    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        3    0.000    0.000    0.000    0.000 __init__.py:396(_cmpkey)
        1    0.000    0.000    0.000    0.000 format.py:415(DataFrameFormatter)
       12    0.000    0.000    0.000    0.000 string_.py:236(__eq__)
        1    0.000    0.000    0.000    0.000 util.py:174(register_after_fork)
       23    0.000    0.000    0.000    0.000 functools.py:968(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 apply.py:1341(FrameColumnApply)
        4    0.000    0.000    0.000    0.000 warnings.py:421(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:57(Complex)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 cache.py:25(LRUCache)
        1    0.000    0.000    0.000    0.000 multi.py:177(names_compat)
        1    0.000    0.000    0.000    0.000 _laplacian.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        3    0.000    0.000    0.000    0.000 _helpers.py:313(_compat_module_name)
        1    0.000    0.000    0.000    0.000 _interface.py:56(LinearOperator)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:1(<module>)
       15    0.000    0.000    0.000    0.000 dtypes.py:355(construct_from_string)
        1    0.000    0.000    0.000    0.000 rolling.py:1962(Rolling)
       15    0.000    0.000    0.000    0.000 auxfuncs.py:792(gentitle)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3049(_sample_inverse_transform)
        8    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        7    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1841(tol)
        1    0.000    0.000    0.000    0.000 object_array.py:35(ObjectStringArrayMixin)
        5    0.000    0.000    0.000    0.000 deprecation.py:240(_format_argument_list)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1336(__init__)
        1    0.000    0.000    0.000    0.000 _linalg.py:92(QRResult)
        4    0.000    0.000    0.000    0.000 format.py:593(_calc_max_rows_fitted)
        1    0.000    0.000    0.000    0.000 defchararray.py:404(chararray)
        1    0.000    0.000    0.000    0.000 _interpolate.py:1316(BPoly)
        1    0.000    0.000    0.000    0.000 expanding.py:42(Expanding)
        1    0.000    0.000    0.000    0.000 case.py:45(_Outcome)
       16    0.000    0.000    0.000    0.000 numeric.py:1480(<genexpr>)
        6    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
       12    0.000    0.000    0.000    0.000 base.py:6852(_validate_indexer)
        1    0.000    0.000    0.000    0.000 _array_like.py:36(_SupportsArrayFunc)
        4    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 numbers.py:319(Integral)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2076(_num_parameters)
        3    0.000    0.000    0.000    0.000 threading.py:1236(daemon)
        1    0.000    0.000    0.000    0.000 managers.py:1077(BlockManager)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2340(_median_dispatch)
        1    0.000    0.000    0.000    0.000 <frozen os>:717(__setitem__)
        1    0.000    0.000    0.000    0.000 _dok.py:17(_dok_base)
        1    0.000    0.000    0.000    0.000 pickle.py:404(_Pickler)
        1    0.000    0.000    0.000    0.000 classes.py:1334(BaseExtension)
        1    0.000    0.000    0.000    0.000 defmatrix.py:73(matrix)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       32    0.000    0.000    0.000    0.000 _arraypad_impl.py:34(_slice_at_axis)
       35    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 arrayprint.py:1518(dtype_is_implied)
        1    0.000    0.000    0.000    0.000 _ode.py:100(ode)
        2    0.000    0.000    0.000    0.000 expr.py:285(ext)
       71    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       16    0.000    0.000    0.000    0.000 _collections.py:23(freeze)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 apply.py:1236(FrameRowApply)
       15    0.000    0.000    0.000    0.000 ssl.py:937(_sslcopydoc)
        4    0.000    0.000    0.000    0.000 _methods.py:39(_amax)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1371(__iter__)
        1    0.000    0.000    0.000    0.000 _linalg.py:96(SlogdetResult)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:538(DifferentialEvolutionSolver)
        1    0.000    0.000    0.000    0.000 ssl.py:782(SSLObject)
        3    0.000    0.000    0.000    0.000 blas.py:270(find_best_blas_type)
        1    0.000    0.000    0.000    0.000 _survival.py:18(EmpiricalDistributionFunction)
        1    0.000    0.000    0.000    0.000 pytables.py:496(HDFStore)
        6    0.000    0.000    0.000    0.000 tokenize.py:384(read_or_stop)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
       42    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
       22    0.000    0.000    0.000    0.000 warnings.py:458(__init__)
       26    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        7    0.000    0.000    0.000    0.000 threading.py:308(_release_save)
        4    0.000    0.000    0.000    0.000 shape_base.py:214(_vhstack_dispatcher)
        1    0.000    0.000    0.000    0.000 std.py:76(TqdmDefaultWriteLock)
        1    0.000    0.000    0.000    0.000 csvs.py:56(CSVFormatter)
        2    0.000    0.000    0.000    0.000 _linalg.py:189(_commonType)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1353(_get_parent_path)
        1    0.000    0.000    0.000    0.000 uuid.py:85(UUID)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3130(_one)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
       70    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1855(cache_policy)
       14    0.000    0.000    0.000    0.000 fromnumeric.py:3482(ndim)
       16    0.000    0.000    0.000    0.000 _arraypad_impl.py:59(_view_roi)
        4    0.000    0.000    0.000    0.000 csvs.py:139(_get_index_label_flat)
       32    0.000    0.000    0.000    0.000 numpy_.py:179(dtype)
        1    0.000    0.000    0.000    0.000 printoptions.py:1(<module>)
      112    0.000    0.000    0.000    0.000 multiarray.py:600(can_cast)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
        2    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
        1    0.000    0.000    0.000    0.000 _ndbspline.py:28(NdBSpline)
        1    0.000    0.000    0.000    0.000 futures.py:30(Future)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:506(rv_frozen)
        3    0.000    0.000    0.000    0.000 <frozen os>:1116(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _interpolate.py:596(_PPolyBase)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1695(Hermite)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:1668(rv_continuous)
       72    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1876(validation_policy)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:41(OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 sql.py:2668(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 base.py:519(Registry)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        1    0.000    0.000    0.000    0.000 base.py:45(ExtensionDtype)
        1    0.000    0.000    0.000    0.000 csv.py:83(DictReader)
        1    0.000    0.000    0.000    0.000 sql.py:2118(ADBCDatabase)
        1    0.000    0.000    0.000    0.000 laguerre.py:1630(Laguerre)
        1    0.000    0.000    0.000    0.000 logging.py:1(<module>)
        1    0.000    0.000    0.000    0.000 align.py:71(_filter_special_cases)
        4    0.000    0.000    0.000    0.000 locale.py:381(normalize)
        1    0.000    0.000    0.000    0.000 _ranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _elementwise_iterative_method.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        5    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        1    0.000    0.000    0.000    0.000 _helpers.py:340(is_cupy_namespace)
       19    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
       24    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:482(_set_tzdata)
        3    0.000    0.000    0.000    0.000 _new_distributions.py:466(_pmf_formula)
        5    0.000    0.000    0.000    0.000 __init__.py:33(using_string_dtype)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:167(_icdf_formula)
       34    0.000    0.000    0.000    0.000 invalid.py:59(make_invalid_op)
        1    0.000    0.000    0.000    0.000 numeric.py:909(outer)
        1    0.000    0.000    0.000    0.000 _json.py:856(JsonReader)
        1    0.000    0.000    0.000    0.000 types.py:275(coroutine)
        8    0.000    0.000    0.000    0.000 utils.py:139(__getattr__)
       29    0.000    0.000    0.000    0.000 _decorators.py:346(doc)
        1    0.000    0.000    0.000    0.000 qp_subproblem.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2358(_mode_dispatch)
        4    0.000    0.000    0.000    0.000 typing.py:2319(_strip_annotations)
       32    0.000    0.000    0.000    0.000 _arraypad_impl.py:110(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 string_.py:608(StringArray)
        1    0.000    0.000    0.000    0.000 _lil.py:20(_lil_base)
        1    0.000    0.000    0.000    0.000 core.py:1366(make_mask_descr)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:119(_sample_formula)
        1    0.000    0.000    0.000    0.000 dtypes.py:1700(SparseDtype)
       85    0.000    0.000    0.000    0.000 _adapters.py:64(redent)
        6    0.000    0.000    0.000    0.000 inspect.py:1465(repl)
        9    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
       26    0.000    0.000    0.000    0.000 _strptime.py:355(repl)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:106(take)
        1    0.000    0.000    0.000    0.000 random.py:110(Random)
        1    0.000    0.000    0.000    0.000 legendre.py:1560(Legendre)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3644(_pdf_formula)
        1    0.000    0.000    0.000    0.000 rolling.py:1521(RollingAndExpandingMixin)
       13    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        6    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 pytables.py:2477(DataCol)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:1093(poly1d)
       16    0.000    0.000    0.000    0.000 enum.py:827(__members__)
        1    0.000    0.000    0.000    0.000 read.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:394(__init__)
        1    0.000    0.000    0.000    0.000 selector_events.py:53(BaseSelectorEventLoop)
       24    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        6    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:5093(Mixture)
        1    0.000    0.000    0.000    0.000 _finite_differences.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _array_utils_impl.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:634(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:873(Thread)
        1    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        2    0.000    0.000    0.000    0.000 six.py:96(__get__)
        1    0.000    0.000    0.000    0.000 datetimelike.py:551(DatetimeTimedeltaMixin)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:558(_Parameter)
        1    0.000    0.000    0.000    0.000 _typing.py:109(SequenceNotStr)
        1    0.000    0.000    0.000    0.000 _adapters.py:53(__getitem__)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2470(_pdf_dispatch)
       48    0.000    0.000    0.000    0.000 managers.py:239(blklocs)
        2    0.000    0.000    0.000    0.000 _parser.py:1012(addgroup)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        2    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        1    0.000    0.000    0.000    0.000 pytables.py:2133(IndexCol)
        1    0.000    0.000    0.000    0.000 calendar.py:96(_localized_month)
        1    0.000    0.000    0.000    0.000 putmask.py:1(<module>)
        8    0.000    0.000    0.000    0.000 format.py:626(_is_in_terminal)
        1    0.000    0.000    0.000    0.000 info.py:196(_BaseInfo)
        1    0.000    0.000    0.000    0.000 threading.py:457(__init__)
        6    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:100(split)
       32    0.000    0.000    0.000    0.000 _arraypad_impl.py:121(<genexpr>)
        1    0.000    0.000    0.000    0.000 generic.py:109(NamedAgg)
        1    0.000    0.000    0.000    0.000 _backend.py:330(set_global_backend)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3134(_constants)
        1    0.000    0.000    0.000    0.000 client.py:47(Catalog)
       18    0.000    0.000    0.000    0.000 _data.py:142(_create_method)
        9    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
        4    0.000    0.000    0.000    0.000 generic.py:541(_get_block_manager_axis)
        1    0.000    0.000    0.000    0.000 symbolic.py:157(Expr)
        1    0.000    0.000    0.000    0.000 _base.py:325(Future)
        6    0.000    0.000    0.000    0.000 threading.py:311(_acquire_restore)
        1    0.000    0.000    0.000    0.000 _data.py:20(_data_matrix)
        1    0.000    0.000    0.000    0.000 resample.py:1955(_GroupByMixin)
       22    0.000    0.000    0.000    0.000 _type_aliases.py:128(<lambda>)
       48    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
        1    0.000    0.000    0.000    0.000 func2subr.py:1(<module>)
        2    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
        1    0.000    0.000    0.000    0.000 core.py:1352(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:57(_pdf_formula)
       19    0.000    0.000    0.000    0.000 deprecation.py:214(<lambda>)
        4    0.000    0.000    0.000    0.000 format.py:650(truncate)
        1    0.000    0.000    0.000    0.000 _matrix.py:1(spmatrix)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:11382(wrapcauchy_gen)
        4    0.000    0.000    0.000    0.000 format.py:550(_initialize_columns)
        1    0.000    0.000    0.000    0.000 std.py:131(Bar)
        6    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:825(matches)
       61    0.000    0.000    0.000    0.000 pathlib.py:560(root)
        2    0.000    0.000    0.000    0.000 expr.py:132(_compose)
        1    0.000    0.000    0.000    0.000 tasks.py:83(Task)
        1    0.000    0.000    0.000    0.000 _base.py:528(BaseExcelReader)
        1    0.000    0.000    0.000    0.000 tz.py:381(__init__)
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 abc.py:96(InspectLoader)
       16    0.000    0.000    0.000    0.000 doccer.py:82(inherit_docstring_from)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:266(_maybe_return_indexers)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:197(kstwo_gen)
        1    0.000    0.000    0.000    0.000 _kde.py:36(gaussian_kde)
        1    0.000    0.000    0.000    0.000 _multivariate.py:6100(random_table_gen)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
       20    0.000    0.000    0.000    0.000 arrayprint.py:1069(<genexpr>)
        1    0.000    0.000    0.000    0.000 pytables.py:2973(GenericFixed)
        1    0.000    0.000    0.000    0.000 distance.py:1635(MetricInfo)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:814(runtime_checkable)
        1    0.000    0.000    0.000    0.000 _base.py:955(ExcelWriter)
        1    0.000    0.000    0.000    0.000 _odswriter.py:33(ODSWriter)
        1    0.000    0.000    0.000    0.000 _nonlin.py:626(LowRankMatrix)
        5    0.000    0.000    0.000    0.000 _parser.py:1004(addliteral)
        6    0.000    0.000    0.000    0.000 _nbit_base.py:57(__init_subclass__)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:176(Column)
        1    0.000    0.000    0.000    0.000 qmc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:396(_icdf_formula)
       61    0.000    0.000    0.000    0.000 pathlib.py:569(_tail)
        1    0.000    0.000    0.000    0.000 threading.py:839(_newname)
        1    0.000    0.000    0.000    0.000 _osx_support.py:1(<module>)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:523(_type_repr)
        3    0.000    0.000    0.000    0.000 glob.py:223(has_magic)
        1    0.000    0.000    0.000    0.000 numeric.py:48(NumericDtype)
        1    0.000    0.000    0.000    0.000 __init__.py:1271(ZipFile)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        1    0.000    0.000    0.000    0.000 fileinput.py:171(FileInput)
        1    0.000    0.000    0.000    0.000 _csr.py:18(_csr_base)
        1    0.000    0.000    0.000    0.000 rk.py:407(DOP853)
        1    0.000    0.000    0.000    0.000 _shgo.py:488(SHGO)
       34    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _dia.py:20(_dia_base)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1487(IPv4Network)
        1    0.000    0.000    0.000    0.000 _bracket.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:325(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 pytables.py:2800(Fixed)
        2    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 __init__.py:442(LibraryLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:1482(Logger)
        1    0.000    0.000    0.000    0.000 lsqr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linprog_simplex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array.py:17(ExprArrayNameSpace)
        1    0.000    0.000    0.000    0.000 stata.py:1021(StataReader)
       56    0.000    0.000    0.000    0.000 accessors.py:154(<lambda>)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        6    0.000    0.000    0.000    0.000 classes.py:624(__hash__)
       14    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 boolean.py:263(BooleanArray)
        1    0.000    0.000    0.000    0.000 lsmr.py:1(<module>)
       19    0.000    0.000    0.000    0.000 datetimes.py:138(_field_accessor)
        1    0.000    0.000    0.000    0.000 _nbit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:414(__getitem__)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        1    0.000    0.000    0.000    0.000 grouper.py:412(Grouping)
        4    0.000    0.000    0.000    0.000 common.py:535(get_compression_method)
       66    0.000    0.000    0.000    0.000 inspect.py:3093(return_annotation)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2165(IPv6Interface)
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 masked_reductions.py:1(<module>)
        4    0.000    0.000    0.000    0.000 format.py:582(_calc_max_cols_fitted)
        1    0.000    0.000    0.000    0.000 _array_api.py:667(_XPSphinxCapability)
       24    0.000    0.000    0.000    0.000 config.py:848(inner)
        7    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1888(validation_policy)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3172(rv_discrete)
        1    0.000    0.000    0.000    0.000 _rbfinterp_xp.py:1(<module>)
       70    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:367(DataFrame)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:66(Unpickler)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:74(UnivariateSpline)
        2    0.000    0.000    0.000    0.000 expr.py:187(dt)
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
        3    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        1    0.000    0.000    0.000    0.000 rolling.py:116(BaseWindow)
        1    0.000    0.000    0.000    0.000 _nonlin.py:383(Jacobian)
        6    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:287(define_parameters)
       71    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        1    0.000    0.000    0.000    0.000 trsock.py:4(TransportSocket)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        4    0.000    0.000    0.000    0.000 common.py:377(apply_if_callable)
        1    0.000    0.000    0.000    0.000 integer.py:25(IntegerDtype)
       13    0.000    0.000    0.000    0.000 _dtype.py:23(_kind_name)
       28    0.000    0.000    0.000    0.000 _decorators.py:265(future_version_msg)
        1    0.000    0.000    0.000    0.000 datatype_expr.py:30(DataTypeExpr)
        4    0.000    0.000    0.000    0.000 common.py:1173(_maybe_memory_map)
       21    0.000    0.000    0.000    0.000 accessors.py:161(<lambda>)
        1    0.000    0.000    0.000    0.000 pydoc.py:554(__init__)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 stata.py:2377(StataWriter)
        1    0.000    0.000    0.000    0.000 _helpers.py:516(_AutoJITWrapper)
        1    0.000    0.000    0.000    0.000 _cubature.py:30(CubatureRegion)
        1    0.000    0.000    0.000    0.000 _resampling.py:2240(PermutationMethod)
       28    0.000    0.000    0.000    0.000 _decorators.py:273(deprecate_nonkeyword_arguments)
        1    0.000    0.000    0.000    0.000 decoder.py:344(raw_decode)
        1    0.000    0.000    0.000    0.000 _core.py:772(PlotAccessor)
        2    0.000    0.000    0.000    0.000 __init__.py:1951(__del__)
        1    0.000    0.000    0.000    0.000 threading.py:1485(current_thread)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1357(_recalculate)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4995(invgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:12388(rel_breitwigner_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:257(multi_rv_generic)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:420(_sample_formula)
        1    0.000    0.000    0.000    0.000 indexing.py:1581(_iLocIndexer)
       22    0.000    0.000    0.000    0.000 _collections.py:24(<lambda>)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2351(_median_icdf)
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
        1    0.000    0.000    0.000    0.000 pydoc.py:1229(TextDoc)
       40    0.000    0.000    0.000    0.000 enum.py:819(<genexpr>)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        6    0.000    0.000    0.000    0.000 _exceptions.py:16(_display_as_base)
        1    0.000    0.000    0.000    0.000 platform.py:844(uname_result)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
